"Key"	"Source string"	"Context"	"Translation"
"resourcePack.editor.toolRail.Terrain.FloorBlockOverride.tooltip"	"Overwrite floor block with the currently selected block type."	"Original Translation
zh_CN: 使用当前所选方块类型覆盖地板方块。
zh_TW: 使用目前選取的方塊類型覆蓋地板方塊。"	""
"resourcePack.editor.toolRail.Terrain.Mode.SubMode.Flatten.title"	"Flatten Mode"	"Original Translation
zh_CN: 平整模式
zh_TW: 平坦模式"	""
"resourcePack.editor.toolRail.Terrain.Mode.SubMode.Flatten.tooltip"	"Select between different Flatten modes."	"Original Translation
zh_CN: 在不同的平整模式之间选择。
zh_TW: 選擇不同的平坦模式。"	""
"resourcePack.editor.toolRail.Terrain.Mode.title"	"Terrain Mode"	"Original Translation
zh_CN: 地形模式
zh_TW: 地形模式"	""
"resourcePack.editor.toolRail.Terrain.Mode.tooltip"	"Select between the different modes of the Terrain tool."	"Original Translation
zh_CN: 在不同地形工具模式之间进行选择。
zh_TW: 在不同的地形工具模式之間選取。"	""
"resourcePack.editor.toolRail.Terrain.Roughen.mode.title"	"Roughen %s"	"Original Translation
zh_CN: 粗糙 %s
zh_TW: 粗糙化 %s"	""
"resourcePack.editor.toolRail.Terrain.Roughen.tooltip"	"Roughen terrain based on the Roughen strength.%sUse %s to cycle through Terrain modes."	"Original Translation
zh_CN: 基于粗糙强度粗糙地形。%s使用 %s 循环切换地形模式。
zh_TW: 根據粗糙化強度將地形粗糙化。%s使用 %s 在地形模式中循環切換。"	""
"resourcePack.editor.toolRail.Terrain.RoughenStrength"	"Roughen Strength"	"Original Translation
zh_CN: 粗糙强度
zh_TW: 粗糙強度"	""
"resourcePack.editor.toolRail.Terrain.RoughenStrength.tooltip"	"Intensity used when roughening terrain."	"Original Translation
zh_CN: 用于粗糙地形时的强度。
zh_TW: 粗糙化地形時使用的強度。"	""
"resourcePack.editor.toolRail.Terrain.Smooth.mode.title"	"Smooth %s"	"Original Translation
zh_CN: 平滑 %s
zh_TW: 平滑 %s"	""
"resourcePack.editor.toolRail.Terrain.Smooth.tooltip"	"Smooth terrain based on the Smooth strength.%sUse %s to cycle through Terrain modes."	"Original Translation
zh_CN: 基于平滑强度平滑地形。%s使用 %s 循环切换地形模式。
zh_TW: 根據平滑強度平滑地形。%s使用 %s 在地形模式中循環切換。"	""
"resourcePack.editor.toolRail.Terrain.SmoothStrength"	"Smooth Strength"	"Original Translation
zh_CN: 平滑强度
zh_TW: 平滑強度"	""
"resourcePack.editor.toolRail.Terrain.SmoothStrength.tooltip"	"Intensity used when smoothing terrain."	"Original Translation
zh_CN: 用于平滑地形时的强度。
zh_TW: 平滑地形時使用的強度。"	""
"resourcePack.editor.toolRail.Terrain.description"	"Terrain tool augments the terrain that is placed in the world. SHIFT + R to switch Terrain modes."	"Original Translation
zh_CN: 地形工具可强化放置在世界中的地形。按 SHIFT + R 切换地形模式。
zh_TW: 地形工具會增強放置在世界中的地形。按 SHIFT + R 切換地形模式。"	""
"resourcePack.editor.toolRail.Terrain.keyBinding.switch.title"	"Switch Terrain Mode"	"Original Translation
zh_CN: 切换地形模式
zh_TW: 切換地形模式"	""
"resourcePack.editor.toolRail.Terrain.keyBinding.switch.tooltip"	"Switch between the different Terrain tool modes."	"Original Translation
zh_CN: 在不同地形工具模式之间进行切换。
zh_TW: 切換不同的地形工具模式。"	""
"resourcePack.editor.toolRail.Terrain.keybinding.toggleTool.title"	"Terrain"	"Original Translation
zh_CN: 地形
zh_TW: 地形"	""
"resourcePack.editor.toolRail.Terrain.keybinding.toggleTool.tooltip"	"Activate the Terrain tool."	"Original Translation
zh_CN: 激活地形工具。
zh_TW: 啟用地形工具。"	""
"resourcePack.editor.toolRail.Terrain.title"	"Terrain"	"Original Translation
zh_CN: 地形
zh_TW: 地形"	""
"resourcePack.editor.toolRail.blockInspectorSettings.actions.clear"	"Clear Selection"	"Original Translation
zh_CN: 清除选择
zh_TW: 清除選取範圍"	""
"resourcePack.editor.toolRail.blockInspectorSettings.actions.refresh"	"Refresh Block Data"	"Original Translation
zh_CN: 刷新方块数据
zh_TW: 重新整理方塊資料"	""
"resourcePack.editor.toolRail.blockInspectorSettings.actions.reset"	"Reset Block Data"	"Original Translation
zh_CN: 重置方块数据
zh_TW: 重設方塊資料"	""
"resourcePack.editor.toolRail.blockInspectorSettings.blockProperties"	"Block Properties"	"Original Translation
zh_CN: 方块属性
zh_TW: 方塊屬性"	""
"resourcePack.editor.toolRail.blockInspectorSettings.blockProperties.name"	"Property Name"	"Original Translation
zh_CN: 属性名称
zh_TW: 屬性名稱"	""
"resourcePack.editor.toolRail.blockInspectorSettings.blockProperties.value"	"Property Value"	"Original Translation
zh_CN: 属性值
zh_TW: 屬性值"	""
"resourcePack.editor.toolRail.blockInspectorSettings.blockTags"	"Block Tags"	"Original Translation
zh_CN: 方块标记
zh_TW: 方塊標籤"	""
"resourcePack.editor.toolRail.blockInspectorSettings.specifics"	"Block Specifics"	"Original Translation
zh_CN: 方块详情
zh_TW: 方塊具體資訊"	""
"resourcePack.editor.toolRail.blockInspectorSettings.title"	"Block Inspector"	"Original Translation
zh_CN: 方块检查器
zh_TW: 方塊檢查器"	""
"resourcePack.editor.toolRail.blockInspectorTool.blockType"	"Block Type"	"Original Translation
zh_CN: 方块类型
zh_TW: 方塊類型"	""
"resourcePack.editor.toolRail.blockInspectorTool.blockType.tooltip"	"The name of the selected block."	"Original Translation
zh_CN: 所选方块的名称。
zh_TW: 所選方塊的名稱。"	""
"resourcePack.editor.toolRail.blockInspectorTool.components"	"Components"	"Original Translation
zh_CN: 组件
zh_TW: 元件"	""
"resourcePack.editor.toolRail.blockInspectorTool.components.tooltip"	"List of the block's components."	"Original Translation
zh_CN: 方块的组件列表。
zh_TW: 方塊的元件清單。"	""
"resourcePack.editor.toolRail.blockInspectorTool.dimension"	"Dimension"	"Original Translation
zh_CN: 维度
zh_TW: 維度"	""
"resourcePack.editor.toolRail.blockInspectorTool.dimension.tooltip"	"The Dimension the block is located."	"Original Translation
zh_CN: 方块的位置维度。
zh_TW: 方塊所在的維度。"	""
"resourcePack.editor.toolRail.blockInspectorTool.keyBinding.toggleTool.title"	"Block Inspector"	"Original Translation
zh_CN: 方块检查器
zh_TW: 方塊檢查器"	""
"resourcePack.editor.toolRail.blockInspectorTool.keyBinding.toggleTool.tooltip"	"Activate the Block Inspector tool."	"Original Translation
zh_CN: 激活方块检查器工具。
zh_TW: 啟動方塊檢查器工具。"	""
"resourcePack.editor.toolRail.blockInspectorTool.pane.helpText"	"Left click on a block to view and edit its properties."	"Original Translation
zh_CN: 左键点击方块以查看并编辑其属性。
zh_TW: 在方塊上按下滑鼠左鍵以檢視並編輯其屬性。"	""
"resourcePack.editor.toolRail.blockInspectorTool.posX"	"X"	"Original Translation
zh_CN: X
zh_TW: X"	""
"resourcePack.editor.toolRail.blockInspectorTool.posY"	"Y"	"Original Translation
zh_CN: Y
zh_TW: Y"	""
"resourcePack.editor.toolRail.blockInspectorTool.posZ"	"Z"	"Original Translation
zh_CN: Z
zh_TW: Z"	""
"resourcePack.editor.toolRail.blockInspectorTool.title"	"Block Inspector"	"Original Translation
zh_CN: 方块检查器
zh_TW: 方塊檢查器"	""
"resourcePack.editor.toolRail.blockInspectorTool.tooltip"	"Inspect a block's data."	"Original Translation
zh_CN: 检查方块的数据。
zh_TW: 檢視方塊的資料。"	""
"resourcePack.editor.toolRail.blockPalette.title"	"Block Palette (CTRL+P)"	"Original Translation
zh_CN: 方块调色板 (CTRL+P)
zh_TW: 方塊調色板 (CTRL+P)"	""
"resourcePack.editor.toolRail.blockPalette.tooltip"	"Set a palette of your favorite or most frequently used blocks"	"Original Translation
zh_CN: 设置最喜欢或最常用的方块的调色板
zh_TW: 設定您最喜歡或最常用的調色板"	""
"resourcePack.editor.toolRail.entityInspector.keyBinding.clear.title"	"Clear Selection"	"Original Translation
zh_CN: 清除选择
zh_TW: 清除選取範圍"	""
"resourcePack.editor.toolRail.entityInspector.keyBinding.clear.tooltip"	"Deselect the currently selected entity."	"Original Translation
zh_CN: 取消选择当前选择的实体。
zh_TW: 取消選取目前選取的實體。"	""
"resourcePack.editor.toolRail.entityInspector.keyBinding.toggleTool.title"	"Entity Inspector"	"Original Translation
zh_CN: 实体检查器
zh_TW: 實體檢查器"	""
"resourcePack.editor.toolRail.entityInspector.keyBinding.toggleTool.tooltip"	"Activate the Entity Inspector tool."	"Original Translation
zh_CN: 激活实体检查器工具。
zh_TW: 啟用實體檢查器工具。"	""
"resourcePack.editor.toolRail.entityInspector.pane.helpText"	"Left click on an entity to view and edit its properties."	"Original Translation
zh_CN: 左键点击实体以查看并编辑其属性。
zh_TW: 在實體上按下滑鼠左鍵以檢視並編輯其屬性。"	""
"resourcePack.editor.toolRail.entityInspector.pane.title"	"Entity Inspector"	"Original Translation
zh_CN: 实体检查器
zh_TW: 實體檢查器"	""
"resourcePack.editor.toolRail.entityInspector.tool.components"	"Components"	"Original Translation
zh_CN: 组件
zh_TW: 元件"	""
"resourcePack.editor.toolRail.entityInspector.tool.components.tooltip"	"List of the entity components."	"Original Translation
zh_CN: 实体的组件列表。
zh_TW: 實體的元件清單。"	""
"resourcePack.editor.toolRail.entityInspector.tool.dimension"	"Dimension"	"Original Translation
zh_CN: 维度
zh_TW: 維度"	""
"resourcePack.editor.toolRail.entityInspector.tool.dimension.tooltip"	"The Dimension the entity is located."	"Original Translation
zh_CN: 实体的位置维度。
zh_TW: 實體所在的維度。"	""
"resourcePack.editor.toolRail.entityInspector.tool.id"	"ID"	"Original Translation
zh_CN: ID
zh_TW: ID"	""
"resourcePack.editor.toolRail.entityInspector.tool.id.tooltip"	"The unique ID for the selected mob."	"Original Translation
zh_CN: 所选生物的唯一 ID。
zh_TW: 所選生物的獨特 ID。"	""
"resourcePack.editor.toolRail.entityInspector.tool.location"	"Location"	"Original Translation
zh_CN: 位置
zh_TW: 位置"	""
"resourcePack.editor.toolRail.entityInspector.tool.location.tooltip"	"The location of the entity."	"Original Translation
zh_CN: 实体的位置。
zh_TW: 實體的位置。"	""
"resourcePack.editor.toolRail.entityInspector.tool.nametag"	"Name Tag"	"Original Translation
zh_CN: 命名牌
zh_TW: 名稱標籤"	""
"resourcePack.editor.toolRail.entityInspector.tool.nametag.tooltip"	"Add a Name Tag to the entity."	"Original Translation
zh_CN: 添加一个命名牌到实体。
zh_TW: 新增名稱標籤至實體。"	""
"resourcePack.editor.toolRail.entityInspector.tool.rotation"	"Rotation"	"Original Translation
zh_CN: 旋转
zh_TW: 旋轉"	""
"resourcePack.editor.toolRail.entityInspector.tool.rotation.tooltip"	"The rotation of the entity."	"Original Translation
zh_CN: 实体的旋转。
zh_TW: 實體的旋轉角度。"	""
"resourcePack.editor.toolRail.entityInspector.tool.tip"	"Inspect an entity's data.  CTRL + D to Deselect an entity."	"Original Translation
zh_CN: 检查实体的数据。按 CTRL + D 取消选择实体。
zh_TW: 檢視實體的資料。按 CTRL + D 取消選取實體。"	""
"resourcePack.editor.toolRail.entityInspector.tool.title"	"Entity Inspector"	"Original Translation
zh_CN: 实体检查器
zh_TW: 實體檢查器"	""
"resourcePack.editor.toolRail.entityInspector.tool.type"	"Type"	"Original Translation
zh_CN: 类型
zh_TW: 類型"	""
"resourcePack.editor.toolRail.entityInspector.tool.type.tooltip"	"The type of entity that is selected."	"Original Translation
zh_CN: 所选实体的类型。
zh_TW: 選取的實體類型。"	""
"resourcePack.editor.toolRail.floodFillSelectionTool.description"	"Selects area currently you're currently looking at using flood fill algorithm."	"Original Translation
zh_CN: 使用泛洪填充算法选择您目前正在看的区域。
zh_TW: 使用泛洪填充演算法選擇目前正在查看的區域。"	""
"resourcePack.editor.toolRail.floodFillSelectionTool.title"	"Flood Fill Selection Tool."	"Original Translation
zh_CN: 填充色彩选择工具。
zh_TW: 泛洪填充選擇工具。"	""
"resourcePack.editor.toolRail.line.keyBinding.addToSelection.title"	"Add to Selection (volume)"	"Original Translation
zh_CN: 添加到选择（区域）
zh_TW: 新增至選取範圍 (體)"	""
"resourcePack.editor.toolRail.line.keyBinding.addToSelection.tooltip"	"Adds current preview to existing selection volume."	"Original Translation
zh_CN: 将当前预览添加到现有选择区域。
zh_TW: 將目前預覽新增至現有的選取範圍體。"	""
"resourcePack.editor.toolRail.line.keyBinding.clearAll.title"	"Clears All"	"Original Translation
zh_CN: 全部清除
zh_TW: 全部清除"	""
"resourcePack.editor.toolRail.line.keyBinding.clearAll.tooltip"	"Removes all Line points from the world."	"Original Translation
zh_CN: 移除世界中的所有线点。
zh_TW: 從世界中移除所有線段點。"	""
"resourcePack.editor.toolRail.line.keyBinding.clearSelected.title"	"Clear Selected"	"Original Translation
zh_CN: 清除所选
zh_TW: 清除所選"	""
"resourcePack.editor.toolRail.line.keyBinding.clearSelected.tooltip"	"Removes Selected Line points from the world."	"Original Translation
zh_CN: 移除世界中的所选线点。
zh_TW: 從世界中移除所選的線段點。"	""
"resourcePack.editor.toolRail.line.keyBinding.decreaseHorizontalWeight.title"	"Decrease Horizontal Weight"	"Original Translation
zh_CN: 减少水平权重
zh_TW: 減少水平粗細"	""
"resourcePack.editor.toolRail.line.keyBinding.decreaseHorizontalWeight.tooltip"	"Decreases horizontal weight of the line."	"Original Translation
zh_CN: 减少线条的水平权重。
zh_TW: 減少線條的水平粗細。"	""
"resourcePack.editor.toolRail.line.keyBinding.decreaseVerticalWeight.title"	"Decrease Vertical Weight"	"Original Translation
zh_CN: 减少垂直权重
zh_TW: 減少垂直粗細"	""
"resourcePack.editor.toolRail.line.keyBinding.decreaseVerticalWeight.tooltip"	"Decreases vertical weight of the line."	"Original Translation
zh_CN: 减少线条的垂直权重。
zh_TW: 減少線條的垂直粗細。"	""
"resourcePack.editor.toolRail.line.keyBinding.delete.title"	"Delete"	"Original Translation
zh_CN: 删除
zh_TW: 刪除"	""
"resourcePack.editor.toolRail.line.keyBinding.delete.tooltip"	"Delete all blocks selected by the Line tool."	"Original Translation
zh_CN: 删除线条工具选择的所有方块。
zh_TW: 刪除所有由線段工具選取的方塊。"	""
"resourcePack.editor.toolRail.line.keyBinding.fill.title"	"Fill"	"Original Translation
zh_CN: 填充
zh_TW: 填滿"	""
"resourcePack.editor.toolRail.line.keyBinding.fill.tooltip"	"Fill blocks along the placed points of the Line tool."	"Original Translation
zh_CN: 沿线条工具的放置点填充方块。
zh_TW: 沿著線段工具放置的點填滿方塊。"	""
"resourcePack.editor.toolRail.line.keyBinding.increaseHorizontalWeight.title"	"Increase Horizontal Weight"	"Original Translation
zh_CN: 增加水平权重
zh_TW: 增加水平粗細"	""
"resourcePack.editor.toolRail.line.keyBinding.increaseHorizontalWeight.tooltip"	"Increases horizontal weight of the line."	"Original Translation
zh_CN: 增加线条的水平权重。
zh_TW: 增加線條的水平粗細。"	""
"resourcePack.editor.toolRail.line.keyBinding.increaseVerticalWeight.title"	"Increase Vertical Weight"	"Original Translation
zh_CN: 增加垂直权重
zh_TW: 增加垂直粗細"	""
"resourcePack.editor.toolRail.line.keyBinding.increaseVerticalWeight.tooltip"	"Increases vertical weight of the line."	"Original Translation
zh_CN: 增加线条的垂直权重。
zh_TW: 增加線條的垂直粗細。"	""
"resourcePack.editor.toolRail.line.keyBinding.moveBack.title"	"Move Selected Back"	"Original Translation
zh_CN: 向后移动所选内容
zh_TW: 向後移動已選取項目"	""
"resourcePack.editor.toolRail.line.keyBinding.moveBack.tooltip"	"Move the selected Control Point(s) backward."	"Original Translation
zh_CN: 向后移动所选的控制点。
zh_TW: 將選取的控制點向後移動。"	""
"resourcePack.editor.toolRail.line.keyBinding.moveDown.title"	"Move Selected Down"	"Original Translation
zh_CN: 向下移动所选内容
zh_TW: 向下移動已選取項目"	""
"resourcePack.editor.toolRail.line.keyBinding.moveDown.tooltip"	"Move the selected Control Point(s) down."	"Original Translation
zh_CN: 向下移动所选的控制点。
zh_TW: 將選取的控制點向下移動。"	""
"resourcePack.editor.toolRail.line.keyBinding.moveForward.title"	"Move Selected Forward"	"Original Translation
zh_CN: 向前移动选定内容
zh_TW: 向前移動已選取項目"	""
"resourcePack.editor.toolRail.line.keyBinding.moveForward.tooltip"	"Move the selected Control Point(s) forward."	"Original Translation
zh_CN: 向前移动所选的控制点。
zh_TW: 將選取的控制點向前移動。"	""
"resourcePack.editor.toolRail.line.keyBinding.moveLeft.title"	"Move Selected Left"	"Original Translation
zh_CN: 向左移动选定内容
zh_TW: 向左移動已選取項目"	""
"resourcePack.editor.toolRail.line.keyBinding.moveLeft.tooltip"	"Move the selected Control Point(s) to the left."	"Original Translation
zh_CN: 向左移动所选的控制点。
zh_TW: 將選取的控制點向左移動。"	""
